path,filename,relative_path,size_bytes,readable,error,native_sample_rate,native_channels,native_frames,duration_sec,container,subtype,filename_conforms,fold_id,clip_uid,event_code,take_id,class_code,label,resampled_samples,n_windows,covered_samples,uncovered_sec
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-293-01-025-01.wav,01-293-01-025-01.wav,01-293-01-025-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,293,01,025,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-319-00-124-02.wav,01-319-00-124-02.wav,01-319-00-124-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,319,00,124,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-326-02-032-01.wav,01-326-02-032-01.wav,01-326-02-032-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,326,02,032,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-331-02-010-01.wav,01-331-02-010-01.wav,01-331-02-010-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,331,02,010,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-339-00-218-02.wav,01-339-00-218-02.wav,01-339-00-218-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,339,00,218,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-340-00-419-02.wav,01-340-00-419-02.wav,01-340-00-419-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,340,00,419,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-342-04-079-01.wav,01-342-04-079-01.wav,01-342-04-079-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,342,04,079,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-345-02-089-01.wav,01-345-02-089-01.wav,01-345-02-089-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,345,02,089,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-361-00-188-02.wav,01-361-00-188-02.wav,01-361-00-188-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,361,00,188,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-363-04-014-01.wav,01-363-04-014-01.wav,01-363-04-014-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,363,04,014,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-374-04-013-01.wav,01-374-04-013-01.wav,01-374-04-013-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,374,04,013,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-376-04-065-01.wav,01-376-04-065-01.wav,01-376-04-065-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,376,04,065,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-382-00-305-02.wav,01-382-00-305-02.wav,01-382-00-305-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,382,00,305,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-401-00-340-02.wav,01-401-00-340-02.wav,01-401-00-340-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,401,00,340,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-415-00-155-02.wav,01-415-00-155-02.wav,01-415-00-155-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,415,00,155,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-423-00-276-02.wav,01-423-00-276-02.wav,01-423-00-276-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,423,00,276,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-430-01-001-01.wav,01-430-01-001-01.wav,01-430-01-001-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,430,01,001,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-440-02-048-01.wav,01-440-02-048-01.wav,01-440-02-048-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,440,02,048,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-445-00-259-02.wav,01-445-00-259-02.wav,01-445-00-259-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,445,00,259,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-450-02-052-01.wav,01-450-02-052-01.wav,01-450-02-052-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,450,02,052,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-455-04-068-01.wav,01-455-04-068-01.wav,01-455-04-068-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,455,04,068,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-464-00-451-02.wav,01-464-00-451-02.wav,01-464-00-451-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,464,00,451,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-465-01-026-01.wav,01-465-01-026-01.wav,01-465-01-026-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,465,01,026,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-474-00-152-02.wav,01-474-00-152-02.wav,01-474-00-152-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,474,00,152,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-480-05-061-01.wav,01-480-05-061-01.wav,01-480-05-061-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,480,05,061,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-481-00-314-02.wav,01-481-00-314-02.wav,01-481-00-314-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,481,00,314,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-489-04-029-01.wav,01-489-04-029-01.wav,01-489-04-029-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,489,04,029,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-490-00-146-02.wav,01-490-00-146-02.wav,01-490-00-146-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,490,00,146,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-506-00-392-02.wav,01-506-00-392-02.wav,01-506-00-392-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,506,00,392,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-511-07-038-01.wav,01-511-07-038-01.wav,01-511-07-038-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,511,07,038,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-512-00-464-02.wav,01-512-00-464-02.wav,01-512-00-464-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,512,00,464,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-559-04-054-01.wav,01-559-04-054-01.wav,01-559-04-054-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,559,04,054,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-562-00-072-02.wav,01-562-00-072-02.wav,01-562-00-072-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,562,00,072,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-599-04-027-01.wav,01-599-04-027-01.wav,01-599-04-027-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,599,04,027,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-605-04-025-01.wav,01-605-04-025-01.wav,01-605-04-025-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,605,04,025,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-606-02-008-01.wav,01-606-02-008-01.wav,01-606-02-008-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,606,02,008,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-610-00-137-02.wav,01-610-00-137-02.wav,01-610-00-137-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,610,00,137,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-619-06-014-01.wav,01-619-06-014-01.wav,01-619-06-014-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,619,06,014,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-632-07-043-01.wav,01-632-07-043-01.wav,01-632-07-043-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,632,07,043,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-635-00-445-02.wav,01-635-00-445-02.wav,01-635-00-445-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,635,00,445,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-638-00-472-02.wav,01-638-00-472-02.wav,01-638-00-472-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,638,00,472,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-644-00-120-02.wav,01-644-00-120-02.wav,01-644-00-120-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,644,00,120,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-651-05-034-01.wav,01-651-05-034-01.wav,01-651-05-034-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,651,05,034,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-665-00-324-02.wav,01-665-00-324-02.wav,01-665-00-324-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,665,00,324,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-668-00-160-02.wav,01-668-00-160-02.wav,01-668-00-160-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,668,00,160,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-674-00-388-02.wav,01-674-00-388-02.wav,01-674-00-388-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,674,00,388,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-697-00-222-02.wav,01-697-00-222-02.wav,01-697-00-222-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,697,00,222,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-711-00-023-02.wav,01-711-00-023-02.wav,01-711-00-023-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,711,00,023,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-718-00-039-02.wav,01-718-00-039-02.wav,01-718-00-039-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,718,00,039,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-720-00-371-02.wav,01-720-00-371-02.wav,01-720-00-371-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,720,00,371,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-726-00-247-02.wav,01-726-00-247-02.wav,01-726-00-247-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,726,00,247,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-729-01-049-01.wav,01-729-01-049-01.wav,01-729-01-049-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,729,01,049,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-734-04-093-01.wav,01-734-04-093-01.wav,01-734-04-093-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,734,04,093,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-765-04-051-01.wav,01-765-04-051-01.wav,01-765-04-051-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,765,04,051,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-767-04-047-01.wav,01-767-04-047-01.wav,01-767-04-047-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,767,04,047,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-770-00-350-02.wav,01-770-00-350-02.wav,01-770-00-350-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,770,00,350,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-774-04-043-01.wav,01-774-04-043-01.wav,01-774-04-043-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,774,04,043,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-786-05-025-01.wav,01-786-05-025-01.wav,01-786-05-025-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,786,05,025,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-825-00-360-02.wav,01-825-00-360-02.wav,01-825-00-360-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,825,00,360,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-848-03-020-01.wav,01-848-03-020-01.wav,01-848-03-020-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,848,03,020,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-852-01-054-01.wav,01-852-01-054-01.wav,01-852-01-054-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,852,01,054,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-854-00-102-02.wav,01-854-00-102-02.wav,01-854-00-102-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,854,00,102,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-864-00-157-02.wav,01-864-00-157-02.wav,01-864-00-157-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,864,00,157,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-903-00-342-02.wav,01-903-00-342-02.wav,01-903-00-342-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,903,00,342,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-907-07-010-01.wav,01-907-07-010-01.wav,01-907-07-010-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,907,07,010,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-909-00-058-02.wav,01-909-00-058-02.wav,01-909-00-058-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,909,00,058,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-913-04-045-01.wav,01-913-04-045-01.wav,01-913-04-045-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,913,04,045,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-923-05-003-01.wav,01-923-05-003-01.wav,01-923-05-003-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,923,05,003,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-924-00-083-02.wav,01-924-00-083-02.wav,01-924-00-083-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,924,00,083,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\01-940-04-103-01.wav,01-940-04-103-01.wav,01-940-04-103-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,01,940,04,103,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\02-001-04-076-01.wav,02-001-04-076-01.wav,02-001-04-076-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,02,001,04,076,01,fall,48000,5,46800,0.075
